case_reference,open_date,closed_date,status,subject,reason,type,object_type,address_number,address_line_1,city,state,zip_code,property_id,location,latitude,longitude,council_district,police_district,census_tract,census_block_group,census_block,neighborhood,x_coordinate,y_coordinate,census_tract_2010,census_block_group_2010,census_block_2010,tractce20,geoid20_tract,geoid20_blockgroup,geoid20_block,:@computed_region_fk4y_hpmh,:@computed_region_kwzn_pe6v,:@computed_region_uh5x_q5mi,:@computed_region_dwzh_dtk5,:@computed_region_tmcg_v66k,:@computed_region_xbxg_7ifr,:@computed_region_eziv_p4ck,:@computed_region_jdfw_hhbp,:@computed_region_urdz_b6n8,:@computed_region_vsen_jbmg,:@computed_region_nmyf_6jtp,:@computed_region_ff6v_jbaa,:@computed_region_gkva_sjqs,:@computed_region_h7a8_iwt4,address_line_2,:@computed_region_k9un_h6vm
1001764241,2023-01-12T15:34:00.000,2023-01-13T08:08:00.000,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,49,HILL,Buffalo,NEW YORK,14214,90.38-10-13,"{'latitude': '42.93422091571575', 'longitude': '-78.8313095644804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.93422091571575,-78.8313095644804,MASTEN,District E,40.03,2,2003,Fillmore-Leroy,-8775461.67,5301965.991,40.01,2,2002,004003,36029004003,360290040032,360290040032003,2,18,151,2398,9,6,19,20,7,4,10,1,199,8,,
1001787379,2023-01-31T07:19:00.000,2023-02-02T07:56:00.000,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,67,WOODWARD,Buffalo,NEW YORK,14214,89.50-5-19.21,"{'latitude': '42.930980348246955', 'longitude': '-78.8515301045059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.930980348246955,-78.8515301045059,DELAWARE,District D,53,1,1008,Parkside,-8777712.614,5301473.284,53,1,1005,005300,36029005300,360290053001,360290053001008,5,18,116,363,7,28,29,20,2,2,28,54,18,1,,
1001799673,2023-02-10T15:09:00.000,2023-02-15T17:24:00.000,Closed,Office of the Mayor,Citizen Services - Quick Response Teams,QRT Illegal Dumping on Viaduct (Req_Serv),Property,1590,NIAGARA,Buffalo,NEW YORK,14213,88.66-3-2,"{'latitude': '42.92700238912551', 'longitude': '-78.89801664702492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.92700238912551,-78.89801664702492,NIAGARA,District D,171,1,1008,Upper West Side,-8782887.481,5300868.4965,171,1,1009,017100,36029017100,360290171001,360290171001008,5,2,53,2960,3,26,27,10,3,2,31,73,103,6,,
1001789365,2023-02-09T15:45:00.000,2023-02-28T08:11:00.000,Closed,Dept of Public Works,Sanitation,Recycling Tote Replace (Req_Serv),Property,216,CONDON,Buffalo,NEW YORK,14207,77.32-2-4,"{'latitude': '42.95975450802757', 'longitude': '-78.90701825948274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.95975450802757,-78.90701825948274,NORTH,District D,58.01,3,3001,Riverside,-8783889.533,5305849.1164,58.01,3,3001,005801,36029005801,360290058013,360290058013001,5,10,200,2518,1,18,12,18,1,2,15,22,34,10,,
1001759949,2022-12-30T12:08:00.000,2023-01-03T14:51:00.000,Closed,Dept of Public Works,Forestry,Fallen Tree Inspection (Req_Serv),Street,,MARILLA,Buffalo,NEW YORK,14220,,"{'latitude': '42.856463120634494', 'longitude': '-78.83034407693124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.856463120634494,-78.83034407693124,LOVEJOY,District A,2,4,4001,Hopkins-Tifft,,,2,4,4001,000200,36029000200,360290002004,360290002004001,4,9,44,188,2,10,1,1,14,3,27,40,170,5,,
1001763827,2023-01-11T13:43:00.000,2023-01-13T22:05:00.000,Closed,Dept of Public Works,Forestry,Fallen Tree Inspection (Req_Serv),Property,269,LOCUST,Buffalo,NEW YORK,14204,100.73-8-19.11,"{'latitude': '42.901127908736015', 'longitude': '-78.85937823089999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.901127908736015,-78.85937823089999,ELLICOTT,District B,31,3,3007,Fruit Belt,-8778586.269,5296935.6326,31,3,3006,003100,36029003100,360290031003,360290031003007,1,16,18,348,4,32,35,15,9,5,22,52,49,4,,
1001760393,2023-01-02T22:01:00.000,2023-01-03T12:47:00.000,Closed,Dept of Public Works,Engineering - Street Repairs,PW Missing Manhole Cover (Req_Serv),Property,INTERSECTION,Northland Ave,Buffalo,NEW YORK,14208,2054,"{'latitude': '42.91921112893818', 'longitude': '-78.84617461592843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91921112893818,-78.84617461592843,MASTEN,District E,33.01,2,2005,Hamlin Park,1077887.5,1063739.5,33.01,2,2007,003301,36029003301,360290033012,360290033012005,2,22,4,207,9,31,59,7,6,4,21,11,107,8,Donaldson Rd,3
1001776021,2023-01-23T14:17:00.000,2023-01-27T11:02:00.000,Closed,Dept of Public Works,Sanitation,Missed Pickup 2_Piece Large Trash (Req_Serv),Property,83,SCHRECK,Buffalo,NEW YORK,14215,90.72-2-27,"{'latitude': '42.92517854208331', 'longitude': '-78.81462879321892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.92517854208331,-78.81462879321892,LOVEJOY,District E,41,1,1005,Kenfield,-8773604.773,5300591.221,41,1,1005,004100,36029004100,360290041001,360290041001005,2,11,145,2251,2,15,75,11,7,4,2,25,155,5,,
1001786959,2023-01-27T13:17:00.000,,Open,DPIS,Housing,Housing Violations (Req_Serv),Property,50,CAMBRIDGE,Buffalo,NEW YORK,14215,101.31-3-7,"{'latitude': '42.91596612138392', 'longitude': '-78.82296167406429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91596612138392,-78.82296167406429,MASTEN,District E,36,4,4014,Genesee-Moselle,-8774532.388,5299190.8055,36,4,4005,003600,36029003600,360290036004,360290036004014,2,11,227,1039,9,1,18,11,8,4,24,36,64,8,,
1001763857,2023-01-11T14:42:00.000,2023-01-13T08:42:00.000,Closed,Buffalo Police Department,Police,Quality of Life Issue (Req_Serv),Property,193,WHITNEY,Buffalo,NEW YORK,14201,110.28-7-41,"{'latitude': '42.89572317096942', 'longitude': '-78.88362472325466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89572317096942,-78.88362472325466,ELLICOTT,District B,71.04,2,2002,Lower West Side,-8781285.381,5296114.3335,71.01,3,3002,007104,36029007104,360290071042,360290071042002,1,15,29,228,4,11,55,9,4,5,1,30,112,4,,
1001776542,2023-01-26T08:32:00.000,2023-01-27T09:54:00.000,Closed,Dept of Public Works,Sanitation,Totes Abandon Pickup (Req_Serv),Property,334,GROTE,Buffalo,NEW YORK,14207,78.77-1-13,"{'latitude': '42.942511873835', 'longitude': '-78.87919378483156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.942511873835,-78.87919378483156,NORTH,District D,55,1,1000,Grant-Amherst,-8780792.124,5303226.696,55,1,1000,005500,36029005500,360290055001,360290055001000,5,10,223,3100,1,17,78,18,1,2,7,4,145,10,,
1001786882,2023-01-27T10:33:00.000,2023-01-27T10:54:00.000,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,300,MAIN,Buffalo,NEW YORK,14202,111.61-2-8,"{'latitude': '42.882461922695285', 'longitude': '-78.87576305896954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.882461922695285,-78.87576305896954,FILLMORE,District B,165,1,1064,Central,-8780410.225,5294099.4691,165,1,1098,016500,36029016500,360290165001,360290165001064,1,3,31,2985,5,4,77,19,13,5,16,80,265,2,,9
1001762603,2023-01-06T15:09:00.000,2023-01-13T09:57:00.000,Closed,Dept of Public Works,Animal Shelter,Animals (Req_Serv),Property,814,HUMBOLDT,Buffalo,NEW YORK,14211,100.44-4-71,"{'latitude': '42.9129193572125', 'longitude': '-78.84276895319655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.9129193572125,-78.84276895319655,ELLICOTT,District C,35.02,1,1001,MLK Park,-8776737.328,5298727.7017,35,2,2001,003502,36029003502,360290035021,360290035021001,3,4,123,1806,4,35,4,17,6,1,29,13,222,4,,
506129-1001764266,2023-01-12T17:00:00.000,2023-01-13T10:05:00.000,Closed,Dept of Public Works,Rodent_Pest Control,Pest (Req_Serv),Property,307,HERKIMER,Buffalo,NEW YORK,14213,88.83-8-34,"{'latitude': '42.92115615163386', 'longitude': '-78.89233556844718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.92115615163386,-78.89233556844718,NIAGARA,District D,61,4,4001,Upper West Side,-78.89228,42.92119,61,4,4001,006100,36029006100,360290061004,360290061004001,5,2,19,2919,3,26,43,10,3,2,31,27,12,6,,
1001763024,2023-01-09T12:17:00.000,,Open,Dept of Public Works,Engineering - Traffic,Signal Out or Flashing (Req_Serv),Property,INTERSECTION,E Ferry St,Buffalo,NEW YORK,14208,2065,"{'latitude': '42.91471112863125', 'longitude': '-78.84808710750472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91471112863125,-78.84808710750472,MASTEN,District E,33.01,3,3006,Masten Park,1077370.6,1062103.6,33.01,3,3008,003301,36029003301,360290033013,360290033013006,3,22,128,15,9,16,59,7,6,1,9,55,37,8,Wohlers Ave,
1001756717,2022-12-27T10:13:00.000,2023-01-03T22:04:00.000,Closed,Dept of Public Works,Forestry,Fallen Tree Blocking RoW (Req_Serv),Property,849,DELAWARE,Buffalo,NEW YORK,14209,100.54-3-9./302,"{'latitude': '42.907146206736414', 'longitude': '-78.87084764892971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.907146206736414,-78.87084764892971,ELLICOTT,District B,67.02,1,1002,Elmwood Bryant,,,67.02,1,1002,006702,36029006702,360290067021,360290067021002,1,21,74,1398,4,5,52,14,5,5,4,60,268,4,,18
1001774953,2023-01-18T09:27:00.000,2023-01-27T12:08:00.000,Closed,Dept of Public Works,Sanitation,Recycling Tote Replace (Req_Serv),Property,69,TIOGA,Buffalo,NEW YORK,14216,78.71-2-43,"{'latitude': '42.94595863237626', 'longitude': '-78.86692787434488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.94595863237626,-78.86692787434488,DELAWARE,District D,49.02,3,3004,North Park,-8779426.687,5303750.8523,49,5,5004,004902,36029004902,360290049023,360290049023004,5,5,172,1876,7,25,51,13,2,2,33,48,287,1,,
507328-1001775931,2023-01-23T11:01:00.000,2023-01-27T11:06:00.000,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,107,BIRD,Buffalo,NEW YORK,14213,88.74-2-4,"{'latitude': '42.925595775459634', 'longitude': '-78.89503331377232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.925595775459634,-78.89503331377232,NIAGARA,District D,171,1,1014,Upper West Side,-78.89509,42.92574,171,1,1017,017100,36029017100,360290171001,360290171001014,5,2,53,135,3,26,27,10,3,2,31,73,103,6,,
1001754649,2022-12-20T08:51:00.000,2023-01-03T10:44:00.000,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,233,DAVEY,Buffalo,NEW YORK,14206,112.43-4-46,"{'latitude': '42.89115528632394', 'longitude': '-78.80331976225051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89115528632394,-78.80331976225051,LOVEJOY,District C,24,1,1001,Lovejoy,-8772345.86,5295420.2552,24,3,3001,002400,36029002400,360290024001,360290024001001,3,17,142,736,2,8,28,8,11,1,25,26,219,5,,
1001775599,2023-01-20T10:16:00.000,2023-01-27T09:55:00.000,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,563,TONAWANDA,Buffalo,NEW YORK,14207,77.73-2-15,"{'latitude': '42.94445311445396', 'longitude': '-78.90067960375765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.94445311445396,-78.90067960375765,NORTH,District D,57,1,1004,Black Rock,-8783183.918,5303521.9016,57,1,1011,005700,36029005700,360290057001,360290057001004,5,10,64,2431,1,9,9,18,1,2,26,87,246,10,,
1000605793,2016-10-17T12:25:00.000,2016-10-24T09:14:00.000,Closed,Utilities,National Grid,Streetlights (Req_Serv),Street,,AMHERST ST,Buffalo,NY,UNKNOWN,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,
1001759925,2022-12-30T11:49:00.000,2023-01-03T11:06:00.000,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,516,WINSLOW,Buffalo,NEW YORK,14211,101.37-5-34,"{'latitude': '42.9133163865923', 'longitude': '-78.83363135917627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.9133163865923,-78.83363135917627,MASTEN,District C,34,4,4002,MLK Park,-8775720.134,5298788.0481,34,4,4002,003400,36029003400,360290034004,360290034004002,3,4,207,1379,9,35,47,17,6,1,29,76,117,8,,
1001762917,2023-01-09T10:31:00.000,2023-01-13T22:05:00.000,Closed,Dept of Public Works,Forestry,Fallen Tree Inspection (Req_Serv),Property,387,OKELL,Buffalo,NEW YORK,14220,133.72-1-19,"{'latitude': '42.837727674786294', 'longitude': '-78.81621744439764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.837727674786294,-78.81621744439764,SOUTH,District A,6,2,2005,South Park,-8773781.633,5287305.9059,6,2,2005,000600,36029000600,360290006002,360290006002005,4,9,167,1927,6,33,74,1,12,3,13,12,23,9,,
1001753314,2022-12-13T09:27:00.000,2023-01-13T08:26:00.000,Closed,Dept of Public Works,Engineering - Street Repairs,PW Ongoing Construction (Req_Serv),Property,831,EAGLE EAST,Buffalo,NEW YORK,14210,111.83-4-14,"{'latitude': '42.87871349663816', 'longitude': '-78.8442434483605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.87871349663816,-78.8442434483605,FILLMORE,District C,164,2,2000,Ellicott,-8776901.473,5293530.025,164,3,3000,016400,36029016400,360290164002,360290164002000,3,19,146,1905,5,14,31,3,13,1,32,31,134,2,,
1001761021,2023-01-03T17:20:00.000,2023-01-05T12:46:00.000,Closed,Dept of Law,Freedom of Information,FOIL Records Fire Dept (Req_Serv),Unknown,Unknown,Unknown,Buffalo,NEW YORK,UNKNOWN,Unknown,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,Unknown,
1001762824,2023-01-09T09:01:00.000,2023-01-13T22:05:00.000,Closed,Dept of Public Works,Forestry,Fallen Tree Blocking RoW (Req_Serv),Property,96,PEABODY,Buffalo,NEW YORK,14210,122.36-2-24,"{'latitude': '42.87013111313536', 'longitude': '-78.83968605897134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.87013111313536,-78.83968605897134,FILLMORE,District A,163,1,1018,Seneca Babcock,-8776394.147,5292226.3597,163,1,1019,016300,36029016300,360290163001,360290163001018,4,19,241,1107,5,21,68,3,14,3,30,61,104,2,,
1001760793,2023-01-03T13:26:00.000,2023-01-03T22:05:00.000,Closed,Dept of Public Works,Forestry,Fallen Tree Inspection (Req_Serv),Property,356,WYOMING,Buffalo,NEW YORK,14215,90.71-1-8,"{'latitude': '42.92433033270161', 'longitude': '-78.82470492173634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.92433033270161,-78.82470492173634,MASTEN,District E,170,2,2012,Delavan Grider,-8774726.445,5300462.2729,170,2,2021,017000,36029017000,360290170002,360290170002012,2,11,285,801,9,7,16,11,7,4,20,63,280,8,,
1001763602,2023-01-10T16:08:00.000,2023-01-13T11:25:00.000,Closed,Dept of Public Works,Sanitation,Missed Pickup 2_Piece Large Trash (Req_Serv),Property,51,LOEPERE,Buffalo,NEW YORK,14212,112.21-3-33.1,"{'latitude': '42.89547906575454', 'longitude': '-78.83422550221198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89547906575454,-78.83422550221198,FILLMORE,District C,27.04,3,3004,Broadway Fillmore,-8775786.276,5296077.2398,27.02,3,3006,002704,36029002704,360290027043,360290027043004,3,8,271,1072,5,23,62,2,10,1,35,42,276,2,,
1001775721,2023-01-20T14:01:00.000,2023-01-27T12:08:00.000,Closed,Dept of Public Works,Sanitation,Recycling Tote Replace (Req_Serv),Property,23,PETER,Buffalo,NEW YORK,14207,88.36-1-17,"{'latitude': '42.93848496006968', 'longitude': '-78.88672697766214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.93848496006968,-78.88672697766214,NORTH,District D,55,2,2003,Grant-Amherst,-8781630.717,5302614.3515,55,2,2003,005500,36029005500,360290055002,360290055002003,5,10,255,769,1,17,78,18,1,2,7,4,76,10,,
1001763756,2023-01-11T11:20:00.000,2023-01-13T11:02:00.000,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,559,TONAWANDA,Buffalo,NEW YORK,14207,77.73-2-13.1,"{'latitude': '42.944321071331835', 'longitude': '-78.9006117454479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.944321071331835,-78.9006117454479,NORTH,District D,57,1,1004,Black Rock,-8783176.364,5303501.8214,57,1,1011,005700,36029005700,360290057001,360290057001004,5,10,64,2431,1,9,9,18,1,2,26,87,246,10,,
1001759287,2022-12-29T12:46:00.000,2023-01-03T10:56:00.000,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,698,NORFOLK,Buffalo,NEW YORK,14215,90.40-3-17,"{'latitude': '42.93405320125421', 'longitude': '-78.81987134025528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.93405320125421,-78.81987134025528,MASTEN,District E,42,4,4003,Kensington-Bailey,-8774188.371,5301940.4903,42,4,4001,004200,36029004200,360290042004,360290042004003,2,11,48,2377,9,13,39,11,7,4,6,9,106,8,,
504250-1001757955,2022-12-28T10:15:00.000,2023-01-03T11:05:00.000,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,174,REIMAN,Buffalo,NEW YORK,14206,112.27-2-22.1,"{'latitude': '42.895225296314045', 'longitude': '-78.80283687232563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.895225296314045,-78.80283687232563,LOVEJOY,District C,24,4,4005,Lovejoy,-78.80276,42.89521,24,6,6004,002400,36029002400,360290024004,360290024004005,3,17,221,2472,2,8,28,8,11,1,25,26,207,5,,
1001763661,2023-01-11T09:00:00.000,2023-01-13T08:07:00.000,Closed,Dept of Public Works,Sanitation,Recycling Missed Pick Up (Req_Serv),Property,214,WOHLERS,Buffalo,NEW YORK,14208,100.50-3-7.11,"{'latitude': '42.90954063313243', 'longitude': '-78.84828889801784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.90954063313243,-78.84828889801784,ELLICOTT,District C,33.02,1,1005,Masten Park,-8777351.807,5298214.1667,33.02,1,1005,003302,36029003302,360290033021,360290033021005,3,22,259,1990,4,16,65,7,6,1,9,55,65,4,,
1001760597,2023-01-03T10:53:00.000,2023-01-13T16:27:00.000,Closed,Dept of Public Works,Sanitation,Totes Combo (Req_Serv),Property,283,MINNESOTA,Buffalo,NEW YORK,14215,79.72-6-9,"{'latitude': '42.946099076229146', 'longitude': '-78.81905837409131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.946099076229146,-78.81905837409131,UNIVERSITY,District E,47.01,1,1001,University Heights,-8774097.87,5303772.21,47,2,2001,004701,36029004701,360290047011,360290047011001,2,11,117,2460,8,30,56,11,7,4,34,23,275,7,,
1001776353,2023-01-25T09:25:00.000,2023-01-27T12:05:00.000,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,2751,BAILEY,Buffalo,NEW YORK,14215,90.57-2-27,"{'latitude': '42.92946765423076', 'longitude': '-78.81314344074845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.92946765423076,-78.81314344074845,UNIVERSITY,District E,44.02,2,2008,Kenfield,-8773439.424,5301243.2968,44.02,2,2007,004402,36029004402,360290044022,360290044022008,2,11,202,963,8,15,63,11,7,4,2,72,206,7,,
1001758638,2022-12-28T16:27:00.000,2023-01-03T11:05:00.000,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,52,BEVERLY,Buffalo,NEW YORK,14208,89.82-1-49,"{'latitude': '42.921532207910225', 'longitude': '-78.85195624534192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.921532207910225,-78.85195624534192,MASTEN,District E,33.01,1,1001,Hamlin Park,-8777760.053,5300036.9032,33.01,1,1001,003301,36029003301,360290033011,360290033011001,2,22,236,1510,9,31,59,7,6,4,21,11,191,8,,3
1001764183,2023-01-12T13:45:00.000,2023-01-13T13:58:00.000,Closed,Dept of Public Works,Engineering - Street Repairs,Other Hole in Road (Req_Serv),Property,INTERSECTION,Austin St,Buffalo,NEW YORK,14207,212,"{'latitude': '42.939110124970576', 'longitude': '-78.90050305627129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.939110124970576,-78.90050305627129,NORTH,District D,59,3,3002,Black Rock,1063363.2,1071045.1,59,3,3004,005900,36029005900,360290059003,360290059003002,5,10,50,3049,1,9,72,18,1,2,26,88,92,10,Thompson St,
1001764201,2023-01-12T14:15:00.000,2023-01-13T08:13:00.000,Closed,Dept of Public Works,Animal Shelter,Dead Animal Removal (Req_Serv),Property,596,SOUTH PARK,Buffalo,NEW YORK,14210,122.33-4-16,"{'latitude': '42.87080226143891', 'longitude': '-78.85741972904171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.87080226143891,-78.85741972904171,FILLMORE,District A,164,5,5008,Ellicott,-8778368.253,5292328.3012,164,2,2011,016400,36029016400,360290164005,360290164005008,4,19,2,646,5,14,31,3,13,3,32,31,72,2,,
1001799914,2023-02-13T11:08:00.000,2023-02-15T10:18:00.000,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,272,MILLICENT,Buffalo,NEW YORK,14215,90.42-3-24,"{'latitude': '42.93530873198346', 'longitude': '-78.80296393764473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.93530873198346,-78.80296393764473,UNIVERSITY,District E,44.01,3,3005,Kensington-Bailey,-8772306.244,5302131.3919,44.01,3,3005,004401,36029004401,360290044013,360290044013005,2,11,69,1831,8,13,24,11,7,4,6,18,180,7,,
1001800396,2023-02-15T08:44:00.000,,Open,Dept of Public Works,Engineering - Traffic,Sign Maintenance (Req_Serv),Property,INTERSECTION,Carlton St,Buffalo,NEW YORK,14203,2907,"{'latitude': '42.89851112585922', 'longitude': '-78.86360306303236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89851112585922,-78.86360306303236,ELLICOTT,District B,31,4,4011,Fruit Belt,1073194.1,1056210.9,31,4,4015,003100,36029003100,360290031004,360290031004011,1,16,153,2667,4,32,35,16,9,5,22,52,49,4,Michigan Ave,
1001801984,2023-02-23T09:48:00.000,2023-02-24T05:36:00.000,Closed,Dept of Public Works,Streets,Street Salting (Req_Serv),Property,192,MAY,Buffalo,NEW YORK,14211,101.64-2-33,"{'latitude': '42.90573944432919', 'longitude': '-78.81744535055957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.90573944432919,-78.81744535055957,FILLMORE,District C,29,2,2004,Genesee-Moselle,-8773918.314,5297636.454,29,2,2004,002900,36029002900,360290029002,360290029002004,3,4,27,3131,5,1,23,17,8,1,24,90,164,2,,
1001802483,2023-02-24T09:47:00.000,2023-02-25T10:46:00.000,Closed,Dept of Public Works,Streets,Street Salting (Req_Serv),Property,392,WOODWARD,Buffalo,NEW YORK,14214,89.26-5-13,"{'latitude': '42.939516487508236', 'longitude': '-78.84952919253621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.939516487508236,-78.84952919253621,DELAWARE,District D,52.01,1,1006,Parkside,-8777489.872,5302771.2045,52.01,1,1006,005201,36029005201,360290052011,360290052011006,5,18,189,2487,7,28,38,20,2,2,28,37,189,1,,
1001800229,2023-02-14T12:03:00.000,2023-02-17T09:16:00.000,Closed,Dept of Public Works,Sanitation,Recycling Missed Pick Up (Req_Serv),Property,276,HUNTINGTON,Buffalo,NEW YORK,14214,78.75-4-5,"{'latitude': '42.945995813732544', 'longitude': '-78.84263985573979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.945995813732544,-78.84263985573979,DELAWARE,District D,45,5,5008,Central Park,-8776722.953,5303756.5065,45,5,5006,004500,36029004500,360290045005,360290045005008,5,18,36,1925,7,24,64,20,2,2,11,85,279,1,,
1001801426,2023-02-21T10:31:00.000,2023-02-25T08:27:00.000,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,3162,MAIN,Buffalo,NEW YORK,14214,79.54-4-36.1,"{'latitude': '42.95070430788083', 'longitude': '-78.8267960932963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.95070430788083,-78.8267960932963,UNIVERSITY,District E,47.02,3,3001,University Heights,-8774959.23,5304472.5855,47,5,5002,004702,36029004702,360290047023,360290047023001,2,18,216,80,8,30,56,20,7,4,34,46,225,7,,
1001760435,2023-01-03T08:55:00.000,2023-01-03T10:17:00.000,Closed,Dept of Parking,Parking Violations Bureau,PVB Pay Station (Req_Serv),Street,,MICHIGAN,Buffalo,NEW YORK,14220,,"{'latitude': '42.856463120634494', 'longitude': '-78.83034407693124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.856463120634494,-78.83034407693124,LOVEJOY,District A,2,4,4001,Hopkins-Tifft,,,2,4,4001,000200,36029000200,360290002004,360290002004001,4,9,44,188,2,10,1,1,14,3,27,40,170,5,,
1001775168,2023-01-18T14:45:00.000,,Open,Dept of Law,Freedom of Information,FOIL Records Police Dept (Req_Serv),Unknown,Unknown,Unknown,Buffalo,NEW YORK,UNKNOWN,Unknown,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,Unknown,
1001760304,2023-01-02T12:57:00.000,2023-01-03T09:38:00.000,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Property,213,ORA WRIGHTER DR,Buffalo,NEW YORK,14204,111.63-1-29,"{'latitude': '42.8821926251187', 'longitude': '-78.86652529068589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.8821926251187,-78.86652529068589,ELLICOTT,District B,14.03,2,2010,Pratt-Willert,-8779381.88,5294058.5573,14.02,3,3008,001403,36029001403,360290014032,360290014032010,1,16,70,681,4,22,20,15,13,5,8,66,130,4,,
